,Airline,Review,Scores,Cluster
4611,AirAsia,"I flew from Shanghai to Hong Kong, and AirAsia did not allow my carry-on suitcase to board, even though its size met the carry-on requirements. However, when I flew from Hong Kong to Thailand using the same suitcase, there was no restriction. I find this hard to understand.",-0.656,2
4612,AirAsia,"They assigned separate seats to all my family members under the same booking, including a 3 year old! I understand that it is a budget airline but i think it is unethical to separate a child from their guardian just to make extra money by selling seats. All three of us are assigned different rows while seats next to all of us are available. When i go to purchase those seats, surprise! Non of the seats next to us are available for purchase. They are empty but not available for purchase. They expect me to change seats for all of us to a different row. Ugh such a cheap way to make more money. Definitely not buying from them again.",-0.6504,3
4613,AirAsia,"""Horrible experience with AirAsia""I had experienced lifetime’s worse travel experience with Air Asia. The on duty ground supervisor Mr. Wassim and customer support staff of AirAsia are totally rude and unprofessional. Just because of air asia I got huge loss on my personal end which is uncompromisable. I couldn’t submit my tender which was so important for me to get this JoB Work. This missed flight made my huge financial loss. Not only travel expanse, I couldn’t get my Job work.Reaching Before 30 minute from the departure time, the air aisa staff didn’t let board in flight No I5 715 Date 12th Mar 2020 flight departure time 05:20 hrs from Mumbai to Delhi. I arrived at counter 04:50 hrs at the Terminal 1 mumbai airport. I was coming from Virar East and I got stuck in roadside traffic onthe western expressway, still I arrived at counter before 30 minute.The ground staff had marked wrong punch time 04:56 hrs in their log knowingly to protect themselves.Even no one was ready to listen my words.Forcefully they stopped me to board in flight and I couldn’t reach in my loved one’s funeral. It was my huge loss with Air Asia.I requested a lot with the available staff Mr wassim but he didn’t listen my request and denied.I asked the available ground staff Mr. Wassim to connect with me the Manager available on airport, he said No one is here I am the one, he also misbehaved with me.I complaint on air asia feedback but they just close my case without any investigation or taken any steps. Air Asia Customer service is also misguided me.I didn’t missed my flight only, my life changing project too. I will never travel with Air Asia a pathetic airlines. Also I will request everyone to never fly with Air Asia.#worseairlines #mumbaiairport #worseexperience #AirAsia #AirAsiagroundstaff #dgca #misbehavewithpassenger #domesticairport #terminal1 #neverflyairasia",-0.9737,3
4614,AirAsia,AIR ASIA CANCELLED FLIGHT DUE TO COVID AND TRYING TO RECEIVE MY REFUND BUT THEIR POLICY IS CREDIT ACCOUNT TO USE LATER>>>>I LIVE IN EUROPE AND I CANNOT USE THIS AND ASKING TO REFUND MONEY AS PER INTERNATION LAW DUE TO COVID BUT AIR ASIA FOLLOW THEIR POLICY AND TO CONTACT THEM IS THRU A STUPID AVA A VISUAL POP AND IT TAKES HOURS AND DAYS TO TRY TO GO THRU BUT DRAMABAD COMPANY,-0.4019,1
4618,AirAsia,"After rating British Airways, I realized that I only go here to complain. So I wanted to take some time to rate some of the airlines I flew with in Asia. This doesn't get airline of the year every year for nothing. The service is impeccable. Flew multiple times with them and never had an issue. Staff is much more professional than in any EU airlines I flew with. ",-0.3612,3
4620,AirAsia,"Pathetic airline. EVERY SINGLE FLIGHT GETS RESCHEDULED LAST MINUTE.I made the huge mistake of using this airline for about 4 flights across various destinations in Asia. Every single flight was rescheduled. In one case a 2hour layover suddenly became a 12 hour layover.There is no point in choosing your option when booking, they will simply change it with no regard for your time.Completely ruined my travel plans and has been a huge obstacle in conducting business abroad. Will make sure to never use this airline again, it's better to try use the relevant airlines of the country you're planning to travel to.",-0.743,3
4621,AirAsia,"Booking number: E8QMKG. Phuket to Singapore and came on time to the airport and faced a woman at AirAsia check point, you will be shocked hearing the story, I don’t need a visa to Singapore but they was keep saying that I need or I need 3rd country booked air tickets, I booked and I was having stress so I mentioned wrong date and they refused to change it and help, they keep asking money for changing the date of flight but new flight and basically didn’t let me go to the immigration. I’m 100% sure they doesn’t have any right to do so, they called airport security and didn’t solve anything. Horrible experience ever got. Never every book tickets from this airline.",-0.7592,1
4623,AirAsia,"Pure scam, don't buy there",-0.5719,1
4624,AirAsia,"They make their money with ridiculous fees on apparently excess weight on cabin luggage. They let you go through boarding, then pull you out of the queue randomly, put your cabin luggage on a scale which shows a silly high fake weight and charge you on it a fee equal to your plane ticket on top. ",-0.5719,2
4628,AirAsia,Again cancel the direct flight from KL to Chiang Mai. Want us to change to a stop over flight at Bangkok. Never never believe the direct flight. End up will let you wait at the airport at least 5hrs. My mom with wheelchair but need to wait for 20min to prepare the wheelchair. Terrible service!!,-0.7707,3
4629,AirAsia,"Many an AirAsia passenger will have experienced extreme frustration with the AirAsia website's severe lack of functionality, particularly the online check-in feature. I have tried to use this feature several times, but more often than not, it does not work, and the user is directed to check-in at the counter instead. This is a significant inconvenience for me, as passengers then have to spend more time waiting in line, which defeats the purpose of online check-in.Furthermore, if one tries to leave feedback through the website, they will find out that it is only possible to submit feedback if it has been positive. When attempting to give negative feedback, the ""Submit"" button does not appear. This means AirAsia is trying to skew its feedback statistics by only collecting positive reviews, which is dishonest and unfair to customers.It is disappointing to see such a lack of functionality on a website that is supposed to provide a seamless and hassle-free experience. It is urged that other users carefully think twice before using AirAsia's services, as they may encounter similar issues and have no way to give honest feedback.",-0.9524,1
4630,AirAsia,Worst company of the world Waiting y refund since 1 years and an half Impossible to contact someone Refund is in progress,-0.3182,1
4634,AirAsia,I fly all over the world and have experienced many airlines but nothing comes close to how awful AirAsia are. They completely ruined the end of an otherwise once in a lifetime trip. Our flight was diverted and zero explanation or assistance was given as to why. This resulted in us missing our connecting flight with them and therefore our long haul flight home (thankfully with a better airline). After eventually getting to the connecting airport no information was given and the spent over an hour looking for the help desk. Incredibly rude and unfriendly staff who were unwilling to assist in any way for rebooking and they couldn’t have cared less. We eventually managed to arrange a flight unbelievably early the following morning but they said that they wouldn’t cover a hotel despite arranging one for the people in front who were on the same flight and in the same class as us. We ended up paying a fortune for a hotel at the airport. I wouldn’t wish AirAsia on my worst enemy,-0.9639,3
4636,AirAsia,"Terrible experience with AirAsia. Having flown Business with Thai Airways, I trusted the airline and chose their low-cost AirAsia option for a domestic flight. I made a mistake by entering my mother’s last name incorrectly in a group booking and had to buy a new ticket. As if that wasn’t enough, the day before departure it was impossible to purchase extra baggage online due to a technical issue, yet they still charged me the higher airport rate. This is an experience I will never try again.",-0.4939,3
4639,AirAsia,Terrible organization. If they weren’t often the only option I would never fly with air Asia again. ,-0.4767,3
4641,AirAsia,"Poor guest relations at both Singapore & KL airport. The staff at KLIA2 airport were even worse, turned their backs immediately upon noticing our approach. She didn't even try to help when we asked her for help, kept directing us to the queue, which totally not related to our issue. Flight was delayed, then all of sudden unable to board due to seat issue while we were queuing. While the ground staff directed us to wait at the waiting area again, cabin crew allowed us to board, so confusing. Cabin crew Zyra wasn't helpful at all, just standing there watching poor elderly man putting the hand carry luggage into the compartment, not lending a hand, expression was so arrogant throughout. Rest of cabin crew were also unfriendly. Will not travel with air asia again. ",-0.8761,3
4642,AirAsia,"I booked the flight date by mistake a day later than my actual flight. I realised the mistake immediately and tried to call their customer service – there isn't one.I found an instruction on how to change my flight on their website and followed it. What wasn't clear was the breakdown of the charges, I only saw one price (like you would when you search for a ticket) which I thought was what I needed to pay. No disclaimer or breakdown on the charges at the checkout either.Only after paying, I found out, I had to pay for both the first and the new tickets. I thought I would only pay for the new ticket plus penalties.I tried to appeal to them, first using the chatbot which was useless. The options for help are limited and very generic. Somehow after spending an hour on it, I stumbled upon the option to chat with a human customer service.I pleaded my case, pointing out it was a honest mistake and I changed it immediately. The customer service was cold, rejected my appeal, and cut me off immediately. Her attitude was, your mistake, not my problem. Read the disclaimer.",-0.9533,1
4643,AirAsia,Just nothing right about anything.Poor to bad everything!!!!I don't have the energy to list it all but want to say book elsewhere.Flyer be warned.,-0.7206,3
4645,AirAsia,"Avoid this company as a plague. NEVER fly AirAsia, NEVER purchase any tickets especially on their website. I purchased a flight from Ho Chi Min to Johor and I changed my plans a month before the flight. I tried to contact them via email several times - they didn't respond. I tried to call their Vietnamese office - they just cancel the call. All I wanted to ask if they do at least partial refund (as they advertise on the website) - no success. They simply ignore you.P.S. Before I was writing my own review here I noticed that their average rating here on TrustPilot is 1.2. I was horrified reading about other review's experience with AirAsia. ",-0.7717,1
4646,AirAsia,"After over three months of waiting and following up, we only received a refund of USD 111 when we had paid USD 190 for our two flights.On the day of the flight, a customer representative from their end is the one who told us to request for a refund because the flights were cancelled from their end due to volcano issues (even though every other airline was still operating on that day). This was also without a prior notice where we had to come down to the airport and find this out after a long wait there at the airport.This is very unprofessional and the least the airline can do is return the money that we had initially paid for, especially that we had to chase them for over three months on this ! The customer representative at the airport had said it will take two weeks, which was an absolute lie and I am 100% confident that if I had not chased them every week on this, we would not have received any money from it. This is the worst airline service that I have ever experienced in my life and I do not suggest anyone fly with them regardless of the price because they will just take your money and try their best to keep it !ThanksKarim",-0.4361,1
4647,AirAsia,My daughter had her flight canceled (bangkok - jakarta) at the last moment without any explanation. the online help is ineffective and the bot seems to understand nothing of the travelers' distress.She went to the AIR ASIA counter at Bangkok airport to be offered a new flight ONE MONTH LATER by a staff that was not very understanding and indifferent to the problem!!!!What is wrong with your airline AIR ASIA that the hell your customers are going through is so unimportant to you????No refund!!! no email!!One of her friends also saw her flight changed at the last moment with an arrival in BALI instead of JAKARTA. You do what you want at the expense of others.It is shameful !!!!,-0.9401,1
4648,AirAsia,"Last year in July I had to fly from Phuket to Bangkok to catch an international flight. However, covid broke out in the area of Bangkok and lockdowns came into effect. So on a very short term my flight with Thai Air Asia got cancelled (this wasn't their fault).I requested a refund. And in December last year I got the update Air Asia was still processing my request. Apart from some unsolicited mail (spam) this was the last thing I heard from them. In contrast: I booked a flight with Bangkok Airways after the Air Asia flight got cancelled. The Bangkok Airways flight got cancelled as well, but I got a refund from them a few weeks later.",-0.431,1
4649,AirAsia,"Disgusting Airline They cancel your flight and don’t give a refund, you can’t contact anyone ever!Just having to get my debit card to refund the money now.They do it on purpose so you just give up trying to get your money back.I wish I was a big influencer on YouTube I would slaughter this airline. I would inform the world of your behaviour",-0.4574,1
4650,AirAsia,"We were in Malaysia before and during the lockdown, had a flight from KL to Gold Coast on the 31st, but with all the hysteria decided to come home early so booked another from langkawi to KL, then KL to gold coast for the 20th of March. all of these flights have been cancelled. They sent an email detailing the process to obtain a refund. You follow the process but only the move flight or credit account options are available, no full refund option like is detailed in the email.They are no longer offering refunds for flights cancelled because of covid 19.Terrible that a company could do this. It doesnt matter the reason for cancellation, if you take our money then cancel the flight, refund the money. Its simple.Terrible communication about cancelled flights as well, If it weren't for the man working at our hotel in Langkawi, who had a flight cancelled on the previous day to our flight, and told us in the morning, we would still be stranded on langkawi. made a mad dash on the last ferry to penang, and luckily singapore airlines was still operating at that time. they sent the email about our cancelled flight at 4pm the day before our morning flight. if you could send cancellation notices to people with flights on the 19th, why not for people on the 20th so we could make other arrangements before its too late? Unbelievable, terrible management.",-0.9438,1
4651,AirAsia,"I recently read Foddor´s list of worst airlines and I was surprised to find that some airlines I find acceptable are in the list and also surprised that AirAsia is not one of them.  I used Expedia to book all 4 flights, so I cannot comment on how easy it is to book using their website.  But what I viewed was that they never credited any AirMiles, despite the fact that when I brought up the issue to their helpdesk in Taipei, I was told by the attendant that she had it fixed.  Prior to talking to the helpdesk, I found A Asia Chattdesk on Facebook and I raised the same issue.  I received several calls a week after the desk experience,  but not one leaving a message.  I noticed the caller coming from Kenya. They are now responding via text asking details including my WhatsApp#.   Then one text message about a competition refund which smells like a scam. ",-0.5446,1
4652,AirAsia,Two flights cancelled due to COVID-19.Refunds claimed but Air Asia refuse to pay up.PNRs:ITKDVVJVZ8TFAVOID THESE THIEVES AT ALL COSTS !,-0.8943,1
4656,AirAsia,"Never book a non air asia flight with them!!!!! they are selling flights that does NOT exist and refund will never come They are holding 775 euros from me and their lame chat bot keeps on ""opening cases"" that are NEVER solved Oh and their live chat is sh**t as well",-0.5693,1
4657,AirAsia,"They told me that my flight scheduled for 12:30 was changed to 08:30, and then that the 08:30 flight had been changed back to 12:30. When I arrived at the airport to check-in for the 12:30 flight, I found that the flight had indeed already left at 08:30. I had to rebook a very expensive new flight. I only received partial compensation, and that took a month to come through. Utterly shambolic and incompetent - do not use under any circumstances.",-0.5209,1
4658,AirAsia,"AIRASIA are thieves. Whatever you do DO NOT book through them. They cancelled my flights and never refunded. Thousands of people have been affected by this, just do a Google search.",-0.7096,1
4659,AirAsia,I definitely give negative marks if there is an option. The most useless and disappointing airline I ever had in my life! Frequent flights rescheduling. Totally and I mean totally useless chat bot! put some brain and improve your shitty service! Super unhelpful and confused ground crew who knows nothing except say sorry and ask you to log complaint to chat bot with zero intelligence.,-0.8592,3
4661,AirAsia,"Worst company. I try desperately to cancel a flight: the process on website doesn’t work, their chatbot is broken, no phone support. What are you doing guys seriously??",-0.9074,1
4662,AirAsia,"Booked online 6 tickets from Manila to Cebu on April 30 for May 27-31 flight. Used an international card but got a msg error on transaction so transaction cannot be processed.Tried reprocessing again using a local credit card and it went through right away with email confirmation.After about an hour, another email came confirming 1st transaction with international card went through. Two charges for the amount of P22,731.06 each went through.I raised a complaint for duplicate charge using BOT with case #154159618 since cust service # is useless.All I've been receiving is letter of apology.Checked status of the case last July 3 and it was already closed but no refund was given back yet. I will continue fighting for my refund even if I have to raise it to the media. This airline should be given a lesson. Otherwise, they will continue ripping off people.Better take PAL. It is more expensive but cust service is far better than Air Asia.",-0.7783,1
4667,AirAsia,Horroexperience. No communication long waiting Roos missen the flight becauqe of bad communication. Zelf scan is horror. Employers are overworked and angry. Very bad!!!!!! Don T book Here!!!!!,-0.9309,3
4668,AirAsia,They changed my flight time to an earlier time with NO NOTIFICATION. I booked a flight out of Ilo Ilo one week before my flight was to leave.I arrive to the airport an hour early and they tell me my flight already left because flight departure time was changed the night before.No refund no accommodations.DO NOT FLY THIS AIRLINE!,-0.6625,1
4669,AirAsia,The worst Airline to deal they have Ava its a Robot it is insane.  I finally got connected with an Agent real person after waiting on chat 3 hours.  I think I am double booked after being connected with an Agent they close the chat.  I know the tickets I purchased are NOT very expensive but I would like to get ahold of a real person instead of AVA.  I just tried again tonight for another two hours Ava the Robot gave me a run around and unable to connect me with a real person.  This Airline does NOT have a call center NO phone numbers that work.  I would give them a zero    rating for their lack of customer service Companies like this should NOT be allowed to be on business just saying,-0.5789,1
4670,AirAsia,The chat system (Bo) is extremely rigid and unhelpful. Just waste the time of customers.,-0.5563,1
4671,AirAsia,"Please be aware that it's impossible to chat or even phone call a real human at this airline. All is done via a ridiculous bot. If you have a problem with your flight, you are basically on your own. They used to have live agents via chat and even call numbers. All phone lines are just voice mails. That's simply ridiculous.",-0.6597,3
4672,AirAsia,"Worst airline support!!! I wanted to change my flight. Tried to call, through website, app, chat Bo, email, but no response or no help at all. I had to book a whole new flight. Don’t ever book a flight with them! I won’t ever again!",-0.6017,1
4673,AirAsia,"I am writing to express my extreme disappointment with my recent flight experience with AirAsia. Unfortunately, I must say that my entire experience, both organizationally and in terms of comfort on board, was severely underrated.From the outset, we encountered issues with the self-check-in kiosk as it was not functioning properly. When we sought assistance from staff, we were met with an extremely rude tone and unhelpful attitude. It was frustrating to not receive the support we needed, especially considering we had already checked in online and only needed to drop off our luggage.Upon finally joining the queue at the check-in counter, we found it to be incredibly long. As we were nearing the end of the queue, we were abruptly redirected to another counter exclusively for my flight from Phuket to Bangkok. This significantly extended our wait time, and it made no sense that we could not simply remain in the general queue.Furthermore, the flight itself was extremely uncomfortable as there was no seat freedom whatsoever. This led to an overall unpleasant flying experience.I am deeply disappointed by the poor service quality and comfort I experienced on my first flight with AirAsia. Due to this experience, I will certainly consider alternative airlines in the future.",-0.9703,3
4674,AirAsia,I would have given Air Asia a Negative -100000000 star rating. Flight was delayed with no explanation. No service crew af the gate to inform and explain to customers waiting hopelessly af the gate. My advise to you is never ever fly with Air Asia.  The worst Airline ever.,-0.946,3
4675,AirAsia,"Returning from a family trip from Boracay back to Manila, our hand luggage was checked and we were all overweight from the 7kg allowance,  I was the only non Filipino in a family of 5, we only had hand luggage, but guess what? I was the only one charged 2400p, they let everyone else in the family through despite my partner and the other 3 adults being the same overweight as me! Will not fly with them again as I consider their behaviour to be blatantly racist. I even purchase additional luggage allowance going out when no one else did but forgot on the return journey.  Will use Cebu in future. The airlines are incentivised with catching people who are overweight, and I accepted my fate, but they clearly targeted me as a non native and not the Filipinos I was with, blatantly racist towards me. ",-0.9446,2
4676,AirAsia,FINALLYAfter few months of fight with chats and mails without result finally i got the confirmation of refund my ticket This is very appreciated but sad to say was a real war to get it and long waste of time.Anyway in 18 weeks probably i ll see my money back... will keep you update.Thanks again TRUSTPILOT,-0.9337,1
4677,AirAsia,"I am extremely disappointed and stressed by my experience with AirAsia.I originally booked a round-trip flight from Denpasar to Da Nang and back. Since then, my booking has been modified multiple times without my consent.Now, just one week before my trip, my return flight from Da Nang to Denpasar has been completely replaced with an impossible route (Denpasar to Denpasar), which makes absolutely no sense.This means I currently have no valid return flight from Vietnam. I would arrive in Vietnam, but I have no way to come back, which is unacceptable.I have tried contacting both AirAsia and Kiwi.com through chat and phone, but I cannot get any real assistance. I am stuck with no clear solution.I am now left with two unacceptable options:* either accept a partial refund and lose my entire trip (including hotels and activities already paid),* or accept a flight that I physically cannot take, since I would be in Vietnam while the departure is from Bali.This situation is extremely stressful and unfair, especially so close to departure.I urgently need a real solution and proper support.",-0.9412,1
4678,AirAsia,"Worst airline I have ever used. After having a flight cancelled last July, I am still waiting for a refund over 1 year later. I have to constantly chase them up for updates and all they reply with is wait. DO NOT FLY WITH THEM!",-0.75,3
4679,AirAsia,"Worst airline ever. NO CUSTOMER SERVICE, YOU CANNOT TALK TO ANYONE. Automated BOT is the ONLY help you get. Many people are having similar problems, airasia are basicly scamming people. They tell you you cannot fly, but don't change your booking, so if you try to cancel it looks  like its your fault to the automatic system. I will never use AirAisa again, I suggest that you use PAL instead. They don't even claim their trust pilot, cos they know its all bad. They don't care.",-0.8767,1
4680,AirAsia,"I was processing a fair online and had the ticket in my basket at checkout, when I clicked enter on a purchase the website took me back to the start of the process instead of taking my payment and purchasing the ticket, the fair had gone up by $200 a second later when I tried to reprocess. I have been trying for a month to get the fair I should have been able to process (with evidence). The chatbot is one of their only forms of support, and can hardly function. I have asked even just for a voucher to support the price difference which would go back into their own service but have had no support.They failed to;Honor advertised prices.Engaged in deceptive or misleading practices.Failed to providing functioning platforms for transactions.I was prevented from completing the transaction at the original price due to their faulty system.Their refusal to resolve the issue afterward is an unfair business practice.",-0.775,1
4682,AirAsia,"This is review is for the website booking system.  The price was first listed low but as you go it keeps adding other things and you end up with much higher price.   I booked an international flight from Thailand to Cambodia.  Within 15 minutes, I tried to change the date, they charged 60% more.  Then I tried to cancel the reservation, they rejected.  Throughout the whole ordeal, I can only chat with ""Bo"", a robot.  There is no live person to help.",-0.8381,1
4683,AirAsia,"Paid a little over 200 dollars for my girlfriend and I, due to the corona virus we wanted to change the date of our flight, maybe a compensation, or to cancel it. I was told that its 200 dollars to cancel for each person, 200 per person to change the date, no refunds. So they will charge me $400 dollars to cancel on a 200 dollar tickets. Worst costumer service I was hung up on 4 times. I'm not a rude person I was respectful, I just can believe the way i was treated by this company. I would say stay away...",-0.7022,1
4684,AirAsia,"Worst airline ever.Booked a more expensive flight due to the timing.Delayed due to insufficient passengers for more the 2 hours and put me and the flight that was suppose to be half the price when I booked.Transport minister ,please stop this nonsense scammer airlineThis is not the first time.so many people complaining and still no action?It’s giving Malaysian transport a bad name.CEO of air Asia please do your job and not claim to be best airline when so many people claiming you are scammer.",-0.6486,3
4685,AirAsia,"Avoid at all costs!! They will try to rip you off on last minute luggage fees which are the highest Ive ever paid 220!!! Pay the extra money to use a real airline not this nightmare of airline, you will end up paying less",-0.5815,3
4686,AirAsia,"Purely catastrophic company, no customer service, the online chat people do not help and do not support any complain, Just avoid this company, it's cheap but in case of booking problem,s which very often happens, they refuse to take any action, deny any mistake even with evidence, the staff online is quite unpolite and arrogant, and refuse to bring any support",-0.974,1
4689,AirAsia,Do not fly with this scammed airline....you will regret it.You have been warned!,-0.636,3
4690,AirAsia,The way airasia.com run thier ticket system is through fraud. Airasia.com do not not inform about the actually price. ex. By change of ticket Airasia.com tells you the difference of the previous ticket price and the new ticket price but do not tell you old ticket price isn't reducted. Thy tell you adds on are automatic transfers but NOT that you have pay for the same adds on again! FRAUD!,-0.8975,1
4691,AirAsia,"Worst piece of ... site, worthless time spent here.",-0.7906,3
4692,AirAsia,"Bad services , never wrong  everthing is customer fault,if i can give zero star they deserve it. Is a last flight i bought the ticket from your . My familly ruined the trip because your flight we cant go to our destination we want . When you delay pls dont sent the email to us while you dont inform us when you opend checking . One more thing  you should have to call to customer when customer not yet come to check-in . Because your re schedule can make customer misunderstnad and missing the flight . And pls have a good solution to customer instead to try to blame customers.  I trust you thats why I choose your service but is opposite what I expected from your.  I not only lost money but I wasted time with your poor service . Is a herrible day in my life.  Bye 👋 ",-0.8063,1
4693,AirAsia,"If I could rate it with a. 0, I would. But I can only give a 1. Terrible. Not even a news of delayed flight. I just had to find out myself. As much as possible, I would avoid booking from this airlines next time",-0.8519,3
4694,AirAsia,Literally the worst customer service ever. They owe me a refund and I can't get in touch with anyone to get it processed. Complaints get ignored and the AI chat bot is the most useless I have encountered in my life. Everything is made to not be helpful. Will never fly them again.,-0.9263,1
4695,AirAsia,So bad service ,-0.5849,3
4697,AirAsia,"An arrogant airline just because they make money a lot of money in the business.I queued up in Zone 1, I was the last few persons. The airport crew ignored my feedback when I say it was not fair for them to let Zone 2 passengers to board while Zone 1 wasn't yet finished.",-0.7552,3
4698,AirAsia,"I booked a flight to Australia with Air Asia from BKK, in Oct 2022. They cancelled the flight and booked me a date of travel that arrived some 6 days later after the event i was going for. I cancelled and applied for a refund on 18th Nov 2022 and today i have not received the refund despite them agreeing to do so on 18th November. This is according to them a e in progress some 4 1/2 months to date.  You can only communicate with a unhelpful and useless chat bot. I could not possibly recommend this airline to my worst enemy. Extremely disappointed, it makes me question if this airline is financially secure.",-0.9407,1
4699,AirAsia,"DMK Bangkok to NRT Tokyo. Paid for seats together, yet later at the time to check in the seats weren't assigned and didn't even exist on the plane! Seats given instead were rows apart from each other despite paying extra to be together. No refund offered and impossible to get any customer service from them, even the automated bot could not find our booking when given the correct details. Is this a scam? Feels like it!",-0.6867,2
4700,AirAsia,"NO HELP, BOOKING CANCELLED WITHOUT REFUNDI had a terrible experience with lastminute.com when I wanted to change the dates of my flight. Neither the lastminute.com nor the airline felt responsible or was able to help me. I talked to in total 8 representatives with just being referred from one side to the other. I never learned if it was theoretically possible to change the dates against a fee (which it should be), but CANCELLED the ticket with NO REFUND.I initially contacted lastminute.com to change the date and was then referred to the airline (Thai AirAsia) itself as lastminute couldn't help me. After talking to 3 different airline customer representatives, they all told me that only lastminute can change the dates. I went back to lastminute and told me that it was the airline. The airline again told me that it was lastminute...you get the idea. No help, just blaming the other side.I would have been fine if someone would have told me that I can't change the booking, but instead I was trapped in this hamster wheel without getting ANY ANSWER.",-0.8496,1
4701,AirAsia,"Awful customer service. I live in London and due to the war in the Middle East my Emirates flight from London to Bangkok via Dubai has been cancelled. Thai Air Asia refused to refund my flight, even though i have no way of going to Bangkok atm. They kept saying that their flight was not cancelled, so they didn’t care. I have been to Thailand 5 times and this is the worst customer experience I have experienced so far. Will never fly with them! ",-0.9352,1
4702,AirAsia,"Two years ago I had to cancel my flight…Two years ago I had to cancel my flight to Bali from Perth due to the pandemic. I was ""approved"" a full refund from AirAsia ($700+) and told to be patient as they understandably were busy with refunds. I have regularly tried to follow this up since then, each time being told to be patient. I have not been able to contact them since October last year and my last communication said that they could not find the booking number! Terrible customer service and I have the feeling that the refund will not happen. Do not use this airlineI submitted this review in April this year and have still not been successful in receiving my refund. Be warned not to use this airline. There is no customer support, only a useless virtual assistant that constantly takes you back to the main menu.",-0.9014,1
4703,AirAsia,worst customer service ever experienced. do not fly this airline they will never get back to you. i cant even put into words how bad their service is,-0.8225,3
4704,AirAsia,Delayed flight no permanent boarding gate will never recommed to have a flight with air asia,-0.4767,3
4705,AirAsia,No refund since February 2020. Tony Fernandez is a crook and staffs are accomplices Never ever flying with them and will keep spreading bad publicity until I get my money back,-0.6908,1
4707,AirAsia,"I accidentally booked the wrong date on AirAsia. I noticed immeadiately and ~4 months before the flight. I didn’t ask for a refund—only a one-time waiver of the change fee and I would pay any fare difference.Customer service declined, citing T&Cs. As a frequent customer, this is disappointing. I have multiple upcoming trips with them. With this much lead time, my original seat could be resold.",-0.7783,1
4708,AirAsia,"If only I could give a negative 0 star, I would do it! This airline SUCKS at every single thing. You would NEVER want to see them anywhere after you transact with them! They cancelled our flight (THEIR own fault BTW), then they couldn’t offer a refund, which is BS because it ain’t our fault why it was cancelled! Then after chasing them everywhere (literally both online and at their office), they finally gave us a refund through a travel voucher, which is again COMPLETE BULLSHIT because we don’t want to travel with you guys again! Why would you give us a voucher?! Then we used the voucher, finally! But guess what?! They’ve CANCELLED AGAIN! SO THIS IS A SCAM!! I’M DONE WITH YOU, AIRASIA!!! YOU’RE BANKRUPT AND SCAMMING PEOPLE!!!",-0.9859,1
4709,AirAsia,"My flight was cancelled by Air Asia. After eventually getting through to Ava, They are offering credit till June 2020 but I explained that we are not in a viable position to rebook at this current time and request a full refund. After requesting twice they refused and cut me off the Ava contact. Not sure where I go from here but would make sure I didn’t use them again.",-0.8416,1
4710,AirAsia,"The worst. -Got sold on a promotion but had to pay more than advertised and then additional $48 to check (1) small bag (1500 baht). -Traveled during covid, the airport seats and signs all want social distancing. But once you get onboard airasia they seat everyone next together, despite being a half full flight and having the entire back empty (not sure if this was even safe for weight reasons). Leaving the middle seat open like other airlines seems like a no brainer. Zero respect for anyones safety. -Bought small bottle of water in the airport and then was denied and told I cannot drink it while on the plane. How else should I take my medicine? -You can tell all employees hate their job and do the absolute minimal and asking for help or assistance just frustrates them. Feels like I interrupted them from playing on their cell phones. -Checked in with my partner, but we’re given separate seats 15 rows away from each other on a NON-FULL flight. Requested if we could sit together and was denied, unless we paid  another fee. -Seats are very small and uncomfortable. -Plane is old, dirty with no entertainment options (tv/music/wifi/usb port)  -Self-check in machines broken.I will stop supporting this airline and pay the little extra next time to fly with a different airline.",-0.5016,3
4711,AirAsia,"They will not credit or refund your account for a cancelled flight. They have taken my money and it’s been over 6 months and dealing with their “chat bot” customer service because that’s all they use, no calling customer service, you have to deal with a robot who won’t allow you get to your needs dealt with. I have reported them as they have taken my money and have yet to refund my account. ",-0.5399,1
